trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
547,False,"{'a': 0.002, 'e': 0.3355447327042427}",20,2,7.693791395249581,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
548,False,"{'a': 0.002, 'e': 0.3348743138811302}",30,13,-79.31733235120288,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
549,False,"{'a': 0.002, 'e': 0.33420523455571977}",25,7,8.871327114755312,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.002, 'e': 0.3335374920516932}",20,15,-10.534661467695514,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
551,False,"{'a': 0.002, 'e': 0.33287108369807955}",20,12,0.4897010460557356,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
552,False,"{'a': 0.002, 'e': 0.33220600682924445}",20,13,14.639351443914165,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.002, 'e': 0.3315422587848797}",30,8,21.48004832686106,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
554,False,"{'a': 0.002, 'e': 0.33087983690999206}",25,0,13.797660766452672,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
555,False,"{'a': 0.002, 'e': 0.3302187385548933}",25,10,-6.338729589572729,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
556,False,"{'a': 0.002, 'e': 0.32955896107518906}",30,8,1.7174875275604713,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
557,False,"{'a': 0.002, 'e': 0.3289005018317685}",25,9,26.055375618779397,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.002, 'e': 0.32824335819079375}",30,7,-8.826025135149493,"{0: 17, 1: 5, 2: 1, 3: 0, 4: 0}",1
559,False,"{'a': 0.002, 'e': 0.3275875275236895}",20,15,5.900702170228279,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.002, 'e': 0.3269330072071321}",20,6,12.547247858468277,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
561,False,"{'a': 0.002, 'e': 0.32627979462303947}",20,6,-7.482622148976459,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
562,False,"{'a': 0.002, 'e': 0.32562788715856034}",25,13,-8.484238987745425,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
563,False,"{'a': 0.002, 'e': 0.324977282206064}",35,22,12.317480564949294,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
564,False,"{'a': 0.002, 'e': 0.3243279771631298}",20,10,17.421098608171228,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.002, 'e': 0.3236799694325367}",25,12,2.9035042689248343,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
566,False,"{'a': 0.002, 'e': 0.3230332564222529}",25,7,17.452472290186513,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
567,False,"{'a': 0.002, 'e': 0.3223878355454255}",25,9,14.384482355909933,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
568,False,"{'a': 0.002, 'e': 0.32174370422037013}",20,0,-60.45307727860289,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
569,False,"{'a': 0.002, 'e': 0.32110085987056064}",30,12,10.432083199269982,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
570,False,"{'a': 0.002, 'e': 0.32045929992461875}",20,13,0.372288932862763,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.002, 'e': 0.31981902181630384}",20,16,6.5930361091739025,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.002, 'e': 0.31918002298450265}",25,0,-17.46285522923303,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
573,False,"{'a': 0.002, 'e': 0.31854230087321894}",20,10,-16.902461101629743,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
574,False,"{'a': 0.002, 'e': 0.3179058529315635}",20,12,13.801941240621403,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.002, 'e': 0.3172706766137436}",20,5,6.021091771380559,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
576,False,"{'a': 0.002, 'e': 0.31663676937905316}",30,20,8.79104138695215,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
577,False,"{'a': 0.002, 'e': 0.31600412869186245}",20,0,-33.9112173020304,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
578,False,"{'a': 0.002, 'e': 0.31537275202160797}",25,16,9.565903671880251,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.002, 'e': 0.3147426368427819}",20,3,-35.02220452681997,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
580,False,"{'a': 0.002, 'e': 0.31411378063492296}",25,6,-39.064910091541364,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
581,False,"{'a': 0.002, 'e': 0.3134861808826053}",20,13,15.508540539167845,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.002, 'e': 0.3128598350754292}",20,14,10.926643483350036,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.002, 'e': 0.31223474070801055}",30,5,5.215262066331105,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",1
584,False,"{'a': 0.002, 'e': 0.31161089527997105}",20,12,11.17030665951538,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.002, 'e': 0.3109882962959281}",35,11,-40.376233617837045,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 1}",1
586,False,"{'a': 0.002, 'e': 0.31036694126548503}",20,5,-86.26518704459566,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 2}",1
587,False,"{'a': 0.002, 'e': 0.3097468277032208}",20,5,1.2652381607854832,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
588,False,"{'a': 0.002, 'e': 0.30912795312868047}",25,0,-28.255301667005963,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
589,False,"{'a': 0.002, 'e': 0.3085103150663647}",20,5,-49.83240916530672,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 1}",1
590,False,"{'a': 0.002, 'e': 0.3078939110457206}",25,11,-7.080472666522045,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
591,False,"{'a': 0.002, 'e': 0.30727873860113125}",20,8,-35.64003665162638,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
592,False,"{'a': 0.002, 'e': 0.306664795271906}",35,0,-19.118977508607745,"{0: 28, 1: 1, 2: 6, 3: 0, 4: 0}",0
593,False,"{'a': 0.002, 'e': 0.3060520786022707}",20,0,-5.684321425453348,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
594,False,"{'a': 0.002, 'e': 0.3054405861413579}",20,14,10.444163673341977,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.002, 'e': 0.30483031544319683}",25,8,28.90823921939441,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.002, 'e': 0.3042212640667041}",30,12,32.02003560642317,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.002, 'e': 0.30361342957567317}",20,11,4.0688711048861865,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
598,False,"{'a': 0.002, 'e': 0.3030068095387654}",25,19,-9.703328804660682,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
599,False,"{'a': 0.002, 'e': 0.3024014015294998}",20,2,13.895946303238489,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
600,False,"{'a': 0.002, 'e': 0.3017972031262435}",20,0,-31.821002083277232,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
601,False,"{'a': 0.002, 'e': 0.30119421191220214}",20,0,-59.07991609662385,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
602,False,"{'a': 0.002, 'e': 0.30059242547541}",20,6,-32.483662808465645,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
603,False,"{'a': 0.002, 'e': 0.2999918414087205}",25,17,12.570132156369137,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.002, 'e': 0.2993924573097967}",20,0,-22.993576404228307,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
605,False,"{'a': 0.002, 'e': 0.29879427078110127}",20,9,-44.68282291155972,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
606,False,"{'a': 0.002, 'e': 0.2981972794298874}",20,13,-29.403297605613822,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
607,False,"{'a': 0.002, 'e': 0.29760148086818883}",35,12,-54.41496270100118,"{0: 17, 1: 3, 2: 1, 3: 1, 4: 1}",1
608,False,"{'a': 0.002, 'e': 0.2970068727128105}",20,6,5.589420119685666,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
609,False,"{'a': 0.002, 'e': 0.2964134525853191}",25,0,-32.76322666413454,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
610,False,"{'a': 0.002, 'e': 0.2958212181120332}",30,24,13.27137739912612,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.002, 'e': 0.2952301669240142}",25,17,17.954212894945535,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.002, 'e': 0.29464029665705654}",25,12,9.260681569517079,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
613,False,"{'a': 0.002, 'e': 0.29405160495167837}",20,2,-37.42745325894819,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
614,False,"{'a': 0.002, 'e': 0.2934640894531121}",20,11,14.196500488931788,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.002, 'e': 0.2928777478112949}",25,17,11.391231225897863,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.002, 'e': 0.2922925776808594}",25,4,-1.4433695509727458,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
617,False,"{'a': 0.002, 'e': 0.2917085767211244}",20,0,-10.718182136881403,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
618,False,"{'a': 0.002, 'e': 0.2911257425960852}",30,10,-36.91139562103585,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",1
619,False,"{'a': 0.002, 'e': 0.2905440729744046}",20,1,7.207087428282865,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
620,False,"{'a': 0.002, 'e': 0.2899635655294032}",25,13,15.136912222214303,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.002, 'e': 0.2893842179390506}",30,16,12.758584221207196,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
622,False,"{'a': 0.002, 'e': 0.28880602788595566}",25,18,-5.432251296755528,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
623,False,"{'a': 0.002, 'e': 0.2882289930573573}",20,13,1.668342392307417,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
624,False,"{'a': 0.002, 'e': 0.2876531111451154}",20,16,8.280461193301464,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.002, 'e': 0.28707837984570167}",25,0,-104.29327325591657,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",1
626,False,"{'a': 0.002, 'e': 0.2865047968601901}",30,15,3.135473697224894,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
627,False,"{'a': 0.002, 'e': 0.285932359894248}",20,0,-17.614604624389294,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
628,False,"{'a': 0.002, 'e': 0.28536106665812666}",25,3,-13.281225512146175,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
629,False,"{'a': 0.002, 'e': 0.2847909148666525}",25,18,-40.775988931015775,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
630,False,"{'a': 0.002, 'e': 0.28422190223921745}",25,8,18.83167479369424,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
631,False,"{'a': 0.002, 'e': 0.2836540264997704}",30,4,8.882327428945098,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
632,False,"{'a': 0.002, 'e': 0.2830872853768075}",20,12,-6.857677298338606,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
633,False,"{'a': 0.002, 'e': 0.2825216766033636}",20,2,15.60134368751283,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.002, 'e': 0.28195719791700274}",30,16,14.870168708266235,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.002, 'e': 0.2813938470598095}",20,0,14.472315692812602,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
636,False,"{'a': 0.002, 'e': 0.2808316217783798}",25,1,-34.582555594141404,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
637,False,"{'a': 0.002, 'e': 0.28027051982381157}",20,0,-18.283585203674658,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
638,False,"{'a': 0.002, 'e': 0.2797105389516963}",20,14,2.541129982226572,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
639,False,"{'a': 0.002, 'e': 0.27915167692210985}",30,4,-14.384425232580305,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 0}",1
640,False,"{'a': 0.002, 'e': 0.27859393149960326}",30,20,-26.99944180174618,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 0}",1
641,False,"{'a': 0.002, 'e': 0.27803730045319414}",20,13,-9.72770770629609,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
642,False,"{'a': 0.002, 'e': 0.2774817815563575}",25,6,26.841329158855093,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.002, 'e': 0.2769273725870171}",25,0,29.63662505047603,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
644,False,"{'a': 0.002, 'e': 0.27637407132753633}",20,8,19.29051360149541,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.002, 'e': 0.27582187556470933}",25,1,1.6216391839080446,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
646,False,"{'a': 0.002, 'e': 0.27527078308975234}",20,14,-5.076518294621943,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.002, 'e': 0.2747207916982947}",25,14,-35.116829108987474,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
648,False,"{'a': 0.002, 'e': 0.2741718991903702}",20,8,19.37147322182407,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.002, 'e': 0.27362410337040804}",20,0,-10.741534269739418,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
650,False,"{'a': 0.002, 'e': 0.2730774020472242}",20,10,-53.382796098460155,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 1}",1
651,False,"{'a': 0.002, 'e': 0.2725317930340126}",25,8,-40.09752261452989,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
652,False,"{'a': 0.002, 'e': 0.2719872741483365}",30,19,20.100750679365028,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.002, 'e': 0.27144384321211973}",25,8,20.12302213599704,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
654,False,"{'a': 0.002, 'e': 0.27090149805163766}",20,0,-36.29906528569211,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
655,False,"{'a': 0.002, 'e': 0.270360236497509}",25,0,14.269390220953037,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
656,False,"{'a': 0.002, 'e': 0.2698200563846868}",20,0,4.381228618165084,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
657,False,"{'a': 0.002, 'e': 0.26928095555244996}",20,14,-27.521481420450222,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
658,False,"{'a': 0.002, 'e': 0.26874293184439435}",30,5,-50.17096590386711,"{0: 21, 1: 1, 2: 0, 3: 2, 4: 1}",1
659,False,"{'a': 0.002, 'e': 0.2682059831084244}",20,0,-56.56096546557089,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
660,False,"{'a': 0.002, 'e': 0.26767010719674456}",25,0,-2.7632127313438795,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
661,False,"{'a': 0.002, 'e': 0.26713530196585034}",20,0,19.984996569450473,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
662,False,"{'a': 0.002, 'e': 0.2666015652765202}",30,11,-6.803509980072808,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
663,False,"{'a': 0.002, 'e': 0.26606889499380665}",25,13,4.937230935065375,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
664,False,"{'a': 0.002, 'e': 0.2655372889870278}",20,8,7.38589317868066,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.002, 'e': 0.2650067451297589}",20,4,25.316908854789357,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.002, 'e': 0.26447726129982396}",30,0,-19.583667861018583,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
667,False,"{'a': 0.002, 'e': 0.2639488353792868}",25,7,-21.12655790662602,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
668,False,"{'a': 0.002, 'e': 0.2634214652544431}",35,16,-117.90508909576832,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 3}",1
669,False,"{'a': 0.002, 'e': 0.26289514881581166}",25,16,10.232323219983801,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.002, 'e': 0.262369883958126}",20,6,11.493180221344618,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
671,False,"{'a': 0.002, 'e': 0.261845668580326}",20,16,7.444529059082907,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.002, 'e': 0.2613225005855494}",20,9,-20.497742568488114,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
673,False,"{'a': 0.002, 'e': 0.26080037788112365}",25,18,-1.652714777975577,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.002, 'e': 0.2602792983785571}",20,12,15.056678402722987,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.002, 'e': 0.2597592599935311}",20,12,-3.241963492997251,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
676,False,"{'a': 0.002, 'e': 0.2592402606458915}",35,23,8.889005080059672,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.002, 'e': 0.25872229825964005}",30,19,4.357948905156507,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
678,False,"{'a': 0.002, 'e': 0.25820537076292666}",30,13,-29.068521352609586,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
679,False,"{'a': 0.002, 'e': 0.25768947608804055}",25,14,1.4402159128941396,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
680,False,"{'a': 0.002, 'e': 0.2571746121714024}",25,10,16.95670901498558,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.002, 'e': 0.2566607769535559}",25,8,15.838412196240725,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
682,False,"{'a': 0.002, 'e': 0.2561479683791593}",25,10,-47.72409566236332,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
683,False,"{'a': 0.002, 'e': 0.25563618439697783}",30,12,12.700272884470452,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.002, 'e': 0.2551254229598748}",25,11,-21.198633098397263,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
685,False,"{'a': 0.002, 'e': 0.2546156820248037}",20,8,-21.407545318389047,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
686,False,"{'a': 0.002, 'e': 0.25410695955280027}",20,6,12.656022139045632,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.002, 'e': 0.25359925350897383}",20,12,15.030735271987535,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.002, 'e': 0.25309256186249957}",25,16,-4.859210418403244,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
689,False,"{'a': 0.002, 'e': 0.2525868825866102}",25,7,-31.141436772375076,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
690,False,"{'a': 0.002, 'e': 0.25208221365858796}",25,11,-25.527509880514955,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
691,False,"{'a': 0.002, 'e': 0.25157855305975646}",20,0,-11.85998848492013,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
692,False,"{'a': 0.002, 'e': 0.25107589877547265}",20,14,9.812692902598501,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.002, 'e': 0.25057424879511875}",25,8,-56.24201293046448,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
694,False,"{'a': 0.002, 'e': 0.2500736011120941}",30,16,30.244454187612302,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.002, 'e': 0.24957395372380728}",30,16,5.836868540317141,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
696,False,"{'a': 0.002, 'e': 0.24907530463166816}",25,12,10.998234356048968,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
697,False,"{'a': 0.002, 'e': 0.24857765184107966}",25,2,-38.77074186147487,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 0}",1
698,False,"{'a': 0.002, 'e': 0.24808099336142997}",20,8,10.387902124799634,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
699,False,"{'a': 0.002, 'e': 0.2475853272060845}",20,9,10.393115626715673,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.002, 'e': 0.24709065139237796}",30,12,7.3687642517053495,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
701,False,"{'a': 0.002, 'e': 0.24659696394160643}",25,0,12.994673042102779,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
702,False,"{'a': 0.002, 'e': 0.2461042628790195}",20,10,4.025243767452275,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
703,False,"{'a': 0.002, 'e': 0.2456125462338122}",20,13,12.468358565044813,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.002, 'e': 0.24512181203911731}",25,0,24.284781153992867,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
705,False,"{'a': 0.002, 'e': 0.2446320583319975}",25,2,26.26821455697955,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.002, 'e': 0.2441432831534371}",20,8,1.4181379327857209,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
707,False,"{'a': 0.002, 'e': 0.24365548454833486}",25,14,22.050862465082993,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.002, 'e': 0.24316866056549566}",20,3,27.384815663134326,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.002, 'e': 0.24268280925762298}",25,15,8.429980793299931,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.002, 'e': 0.2421979286813109}",25,9,-14.355102646256007,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
711,False,"{'a': 0.002, 'e': 0.24171401689703645}",20,16,8.350440560994013,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.002, 'e': 0.24123107196915192}",20,16,6.06676894463979,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.002, 'e': 0.24074909196587688}",20,16,9.706073175010463,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.002, 'e': 0.2402680749592907}",25,0,-43.91884061853395,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
715,False,"{'a': 0.002, 'e': 0.2397880190253247}",25,12,9.267782691254775,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
716,False,"{'a': 0.002, 'e': 0.23930892224375455}",25,12,10.474838583221016,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
717,False,"{'a': 0.002, 'e': 0.23883078269819244}",20,6,9.891672914388813,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
718,False,"{'a': 0.002, 'e': 0.23835359847607956}",25,0,-2.810693774624889,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
719,False,"{'a': 0.002, 'e': 0.2378773676686784}",25,0,26.643196261526594,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.002, 'e': 0.23740208837106508}",20,13,0.5422072769489994,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
721,False,"{'a': 0.002, 'e': 0.23692775868212176}",25,15,-3.2693322130782674,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
722,False,"{'a': 0.002, 'e': 0.2364543767045291}",20,15,10.243263136942788,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.002, 'e': 0.23598194054475852}",20,3,24.329608773765553,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.002, 'e': 0.23551044831306475}",25,3,3.2277632053044902,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
725,False,"{'a': 0.002, 'e': 0.23503989812347828}",30,17,-4.189996178798768,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
726,False,"{'a': 0.002, 'e': 0.23457028809379765}",35,20,6.169601671386618,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
727,False,"{'a': 0.002, 'e': 0.2341016163455822}",30,8,-19.93119950144155,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
728,False,"{'a': 0.002, 'e': 0.23363388100414423}",20,1,17.311348698784386,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
729,False,"{'a': 0.002, 'e': 0.2331670801985418}",20,0,32.92374447091028,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
730,False,"{'a': 0.002, 'e': 0.23270121206157107}",20,0,15.022426353212403,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
731,False,"{'a': 0.002, 'e': 0.23223627472975883}",30,12,21.423580191479743,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
